scenario,arm,phase,opIndex,latencyMs,metaRefresh,hedgeFired,winningRegion,skipReason
S3-BadCold+Degraded,PR,Degraded,4312,124.84,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4294,124.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4286,122.17,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4281,122.15,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4276,122.33,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4266,122.09,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4242,138.16,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4194,320.90,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,4244,107.89,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4042,1072.63,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4239,107.70,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4041,1056.77,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4229,122.74,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4220,122.71,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4210,121.66,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4198,135.56,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4188,120.08,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4174,122.37,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4163,124.52,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4159,125.44,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4145,123.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4134,123.48,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4036,658.13,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3962,874.03,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3916,1062.34,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4013,658.39,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4104,122.35,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4065,292.00,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,4091,138.21,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4097,107.52,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3931,125.96,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3909,126.06,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3903,125.89,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3900,126.35,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3901,126.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3809,122.05,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3808,107.01,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3803,123.51,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3782,123.83,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3762,123.09,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3719,294.68,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3765,107.60,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3710,295.58,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3736,125.25,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3529,744.48,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3454,1119.87,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3521,744.53,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3633,107.88,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3626,124.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3598,279.45,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3618,124.58,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3431,1074.18,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3595,139.62,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3556,295.32,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3589,109.72,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3420,949.48,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3544,295.78,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3574,124.17,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3559,124.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3557,124.41,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3561,109.12,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3548,124.13,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3505,297.33,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3541,124.79,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3531,125.39,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3514,110.03,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3486,124.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3484,124.68,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3452,296.64,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3451,296.58,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3478,124.45,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3449,296.44,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3347,803.60,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,3472,124.75,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3465,125.49,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3463,110.08,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3388,108.37,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3386,108.49,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3385,108.41,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3306,124.50,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3305,124.38,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3303,124.43,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3281,107.17,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3254,125.37,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3248,124.89,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3238,124.79,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3200,312.10,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3208,124.52,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3176,295.82,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3177,280.79,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3187,125.07,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3193,109.86,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3180,124.62,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3125,307.44,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3157,126.02,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3128,121.28,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3088,277.54,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,3120,137.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3080,109.44,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3078,125.88,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3035,123.90,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,3024,123.16,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2961,120.74,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2914,309.25,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2872,123.62,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2826,307.59,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2754,644.12,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2845,139.07,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2839,123.01,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2829,122.58,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2828,107.86,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2777,290.34,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2705,643.60,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2796,122.03,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2797,106.74,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2786,123.56,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2788,108.44,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2789,108.38,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2775,137.95,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2640,908.00,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2779,123.26,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2773,123.26,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2768,123.07,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2750,121.65,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2720,122.82,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2706,123.04,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2687,122.28,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2473,1079.03,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2540,692.84,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2665,123.52,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2622,293.44,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2488,906.68,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2641,124.50,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2609,137.27,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2611,106.50,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2598,137.49,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2573,122.42,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2559,122.77,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2556,107.55,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2241,999.75,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2379,122.57,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2193,1075.38,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2358,107.65,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2346,124.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2292,291.62,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2324,123.21,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2321,122.80,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2309,123.19,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2282,122.55,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2272,123.19,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2239,307.32,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2263,121.65,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2261,122.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2259,122.12,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2223,306.86,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2222,306.84,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,2155,123.58,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2144,122.17,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2110,125.57,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2104,125.25,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2093,125.48,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,2047,122.69,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1941,658.66,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,2041,107.13,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1890,796.40,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,1967,305.15,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,1993,122.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1994,106.61,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1944,305.88,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,1947,123.78,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1916,122.67,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1909,124.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1910,124.19,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1872,290.58,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,1895,107.68,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1892,107.05,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1868,120.56,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1849,124.42,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1814,121.55,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,1751,108.02,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1552,15.77,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1562,15.68,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1485,31.11,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1475,31.00,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1488,30.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1516,15.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1518,15.33,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1523,15.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1409,15.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1406,15.34,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1417,15.32,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1431,15.25,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1371,31.11,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1421,15.18,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1401,15.78,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1310,31.15,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1332,31.14,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1352,15.51,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1350,15.50,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1348,15.49,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1325,31.11,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1368,15.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1157,31.19,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1156,31.19,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1168,31.17,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1179,15.85,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1190,15.82,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1194,15.80,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1178,15.82,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1170,31.12,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1186,15.71,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1141,15.45,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1055,32.00,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1083,15.67,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1033,15.60,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1037,15.56,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1023,31.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1052,15.45,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1016,31.27,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1046,15.46,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1004,31.27,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1010,31.25,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,1012,15.80,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,997,31.78,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,946,31.37,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,948,31.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,973,16.01,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,988,16.00,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,934,31.40,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,903,30.51,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,913,30.42,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,947,15.35,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,952,15.33,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,959,15.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,962,15.29,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,966,15.28,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,950,15.32,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,958,15.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,930,30.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,926,30.35,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,935,15.37,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,944,15.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,894,15.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,886,15.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,888,15.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,890,15.97,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,858,31.24,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,865,31.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,856,31.22,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,866,31.17,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,844,31.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,860,31.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,902,15.92,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,826,31.13,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,847,15.18,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,812,31.34,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,779,31.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,822,15.42,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,754,30.91,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,763,30.87,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,766,30.86,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,771,15.74,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,762,30.84,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,752,30.85,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,760,30.84,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,182,1204.91,1,1,East US,BudgetExhausted
S3-BadCold+Degraded,PR,Ok,737,30.16,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,768,15.09,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,163,1619.92,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Ok,730,30.11,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,733,30.09,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,741,15.05,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,674,30.91,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,149,1849.84,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Ok,667,30.92,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,690,15.39,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,693,15.36,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,636,31.33,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,656,31.32,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,639,31.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,649,31.31,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,643,31.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,645,31.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,666,15.48,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,637,31.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,658,15.50,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,662,15.48,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,671,15.44,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,655,15.83,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,551,15.93,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,561,15.91,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,528,31.43,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,537,31.38,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,520,30.29,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,521,30.25,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,514,30.37,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,516,30.30,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,459,31.68,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,461,31.64,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,491,16.03,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,480,31.04,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,458,30.88,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,456,30.81,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,431,15.38,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,401,30.19,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,411,15.10,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,372,16.14,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,354,30.98,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,356,30.95,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,365,16.14,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,360,30.91,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,344,29.96,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,358,14.83,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,151,1509.75,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,152,1494.66,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Ok,324,31.46,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,323,31.45,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,164,1204.10,1,1,East US,BudgetExhausted
S3-BadCold+Degraded,PR,Ok,306,14.75,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,313,14.69,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,289,30.38,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,294,14.96,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,295,14.93,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,300,14.90,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,303,14.81,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,145,1554.91,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Ok,267,30.53,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,262,15.16,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,224,31.20,0,0,West US 2,None
S3-BadCold+Degraded,PR,Ok,203,30.54,0,0,West US 2,None
S3-BadCold+Degraded,PR,ColdStart,143,1401.43,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,188,466.92,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,184,482.52,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,179,481.79,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,135,1336.94,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,138,872.39,1,1,East US,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,129,995.81,1,1,East US,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,98,1691.94,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,147,476.29,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,111,1092.30,1,1,East US,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,49,1764.11,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,74,460.80,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,68,460.03,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,21,1547.25,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,43,1209.40,1,1,East US,BudgetExhausted
S3-BadCold+Degraded,PR,ColdStart,52,461.61,1,1,East US,None
S3-BadCold+Degraded,PR,ColdStart,51,461.19,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,4697,1007.71,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4633,1131.05,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4658,992.04,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4652,976.63,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4627,791.76,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4651,651.21,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4659,311.99,1,1,East US,None
S3-BadCold+Degraded,PR,Degraded,4689,125.82,0,0,West US 2,None
S3-BadCold+Degraded,PR,Degraded,4491,987.16,1,0,West US 2,BudgetExhausted
S3-BadCold+Degraded,PR,Degraded,4673,108.69,0,0,West US 2,None
