arm,scenario,regime,latencyMs,hedged
main(OFF),mixed,warm,56.46,0
main(OFF),mixed,warm,58.22,0
main(OFF),mixed,warm,44.69,0
main(OFF),mixed,warm,8.79,0
main(OFF),mixed,warm,59.85,0
main(OFF),mixed,warm,13.58,0
main(OFF),mixed,warm,12.93,0
main(OFF),mixed,warm,73.23,0
main(OFF),mixed,warm,7.66,0
main(OFF),mixed,warm,8.18,0
main(OFF),mixed,warm,54.23,0
main(OFF),mixed,warm,36.74,0
main(OFF),mixed,warm,29.76,0
main(OFF),mixed,warm,30.46,0
main(OFF),mixed,refresh,4038.72,0
main(OFF),refresh,saturating,4044.65,0
PR(ON),refresh,saturating,1586.11,0
PR(ON),refresh,saturating,1585.33,0
PR(ON),refresh,saturating,1582.03,0
PR(ON),refresh,saturating,1578.22,0
PR(ON),refresh,saturating,1576.23,0
PR(ON),refresh,saturating,1575.10,0
PR(ON),refresh,saturating,1579.12,0
PR(ON),refresh,saturating,1800.74,0
PR(ON),refresh,saturating,1795.89,0
main(OFF),mixed,refresh,3943.94,0
main(OFF),mixed,refresh,4008.62,0
main(OFF),refresh,saturating,4044.88,0
main(OFF),refresh,saturating,4040.90,0
main(OFF),refresh,saturating,4025.12,0
PR(ON),refresh,saturating,1583.64,0
PR(ON),refresh,saturating,1583.33,0
PR(ON),refresh,saturating,1579.88,0
PR(ON),refresh,saturating,1578.78,0
PR(ON),refresh,saturating,1577.76,0
PR(ON),refresh,saturating,1598.48,0
PR(ON),refresh,saturating,1593.39,0
PR(ON),refresh,saturating,1585.17,0
PR(ON),refresh,saturating,1583.52,0
PR(ON),refresh,saturating,1583.14,0
main(OFF),mixed,refresh,3980.16,0
main(OFF),refresh,saturating,4044.82,0
main(OFF),refresh,saturating,4040.90,0
main(OFF),refresh,saturating,4025.11,0
main(OFF),refresh,saturating,4026.16,0
main(OFF),mixed,refresh,4039.18,0
main(OFF),refresh,saturating,4044.86,0
main(OFF),refresh,saturating,4040.61,0
main(OFF),refresh,saturating,4033.51,0
PR(ON),mixed,refresh,1724.84,0
PR(ON),mixed,refresh,1735.16,0
PR(ON),mixed,refresh,1749.57,0
PR(ON),mixed,refresh,1779.26,0
PR(ON),refresh,saturating,4039.13,0
PR(ON),refresh,saturating,4023.06,0
main(OFF),refresh,saturating,4025.08,0
main(OFF),refresh,saturating,4025.85,0
main(OFF),refresh,saturating,4026.09,0
main(OFF),refresh,saturating,4033.57,0
main(OFF),mixed,refresh,4037.04,0
main(OFF),refresh,saturating,4044.74,0
main(OFF),refresh,saturating,4029.61,0
main(OFF),refresh,saturating,4033.52,0
PR(ON),fastfail,brownout,91.02,0
PR(ON),fastfail,brownout,85.20,0
PR(ON),fastfail,brownout,82.42,0
PR(ON),mixed,refresh,1819.77,0
PR(ON),mixed,warm,102.98,0
PR(ON),mixed,warm,8.40,0
PR(ON),mixed,warm,33.93,0
PR(ON),mixed,warm,8.56,0
PR(ON),mixed,warm,8.67,0
PR(ON),mixed,warm,7.91,0
PR(ON),mixed,warm,28.32,0
PR(ON),mixed,warm,106.95,0
PR(ON),mixed,warm,106.42,0
PR(ON),mixed,warm,8.18,0
PR(ON),mixed,warm,7.53,0
PR(ON),mixed,warm,7.55,0
PR(ON),mixed,warm,7.88,0
PR(ON),mixed,warm,7.65,0
PR(ON),mixed,warm,7.42,0
PR(ON),mixed,warm,84.69,0
PR(ON),mixed,warm,7.89,0
PR(ON),mixed,warm,82.65,0
PR(ON),mixed,warm,9.37,0
PR(ON),mixed,warm,29.89,0
main(OFF),mixed,refresh,3932.64,0
main(OFF),mixed,refresh,3951.69,0
main(OFF),refresh,saturating,4044.87,0
main(OFF),refresh,saturating,4029.58,0
main(OFF),refresh,saturating,4041.21,0
main(OFF),refresh,saturating,4026.24,0
main(OFF),refresh,saturating,4026.13,0
main(OFF),refresh,saturating,4064.22,0
main(OFF),refresh,saturating,4047.64,0
main(OFF),refresh,saturating,4033.42,0
main(OFF),refresh,saturating,4044.71,0
main(OFF),refresh,saturating,4025.16,0
main(OFF),refresh,saturating,4026.25,0
main(OFF),refresh,saturating,4025.84,0
main(OFF),refresh,saturating,4033.12,0
PR(ON),fastfail,brownout,82.06,0
PR(ON),mixed,warm,15.35,0
PR(ON),mixed,warm,54.75,0
PR(ON),mixed,warm,44.42,0
PR(ON),mixed,warm,40.47,0
PR(ON),refresh,saturating,1840.09,0
PR(ON),refresh,saturating,1828.76,0
PR(ON),refresh,saturating,1826.33,0
PR(ON),refresh,saturating,1816.81,0
PR(ON),refresh,saturating,1803.05,0
PR(ON),refresh,saturating,1801.28,0
main(OFF),mixed,refresh,4037.06,0
main(OFF),refresh,saturating,4044.87,0
main(OFF),refresh,saturating,4029.43,0
main(OFF),refresh,saturating,4040.88,0
main(OFF),refresh,saturating,4024.81,0
main(OFF),refresh,saturating,4033.02,0
main(OFF),mixed,refresh,3947.98,0
main(OFF),mixed,refresh,3972.85,0
main(OFF),refresh,low,4023.28,0
main(OFF),refresh,low,4038.79,0
main(OFF),refresh,low,4023.64,0
main(OFF),refresh,low,4030.15,0
PR(ON),refresh,saturating,4030.47,0
main(OFF),refresh,saturating,4044.71,0
main(OFF),refresh,saturating,4025.07,0
main(OFF),refresh,saturating,4033.63,0
main(OFF),refresh,low,4022.31,0
main(OFF),mixed,refresh,3985.88,0
main(OFF),refresh,saturating,4040.61,0
main(OFF),refresh,saturating,4025.16,0
main(OFF),refresh,saturating,4025.79,0
main(OFF),refresh,saturating,4026.17,0
main(OFF),refresh,saturating,4033.29,0
main(OFF),refresh,low,4043.79,0
main(OFF),refresh,low,4018.10,0
main(OFF),refresh,low,4031.69,0
main(OFF),refresh,low,4051.76,0
main(OFF),refresh,low,4016.78,0
main(OFF),refresh,low,4043.82,0
main(OFF),refresh,low,4033.07,0
main(OFF),refresh,low,4027.08,0
main(OFF),refresh,low,4025.11,0
main(OFF),refresh,low,4023.55,0
main(OFF),refresh,low,4026.92,0
PR(ON),mixed,refresh,1712.16,0
PR(ON),mixed,refresh,1819.61,0
main(OFF),mixed,refresh,3925.55,0
main(OFF),mixed,refresh,3978.49,0
main(OFF),refresh,saturating,4026.24,0
main(OFF),refresh,saturating,4026.16,0
main(OFF),refresh,saturating,4048.09,0
main(OFF),refresh,saturating,4033.46,0
main(OFF),refresh,low,4030.74,0
main(OFF),refresh,low,4026.04,0
main(OFF),refresh,low,4052.20,0
main(OFF),refresh,low,4024.94,0
main(OFF),refresh,low,4042.84,0
main(OFF),refresh,low,4046.16,0
main(OFF),refresh,low,4038.94,0
main(OFF),refresh,low,4043.97,0
main(OFF),refresh,low,4041.22,0
main(OFF),refresh,low,4039.03,0
main(OFF),refresh,low,4039.15,0
main(OFF),refresh,low,4047.94,0
main(OFF),refresh,low,4037.30,0
main(OFF),refresh,low,4037.42,0
PR(ON),refresh,saturating,1578.06,0
PR(ON),refresh,saturating,1576.59,0
PR(ON),refresh,saturating,1583.41,0
PR(ON),refresh,saturating,1579.92,0
PR(ON),refresh,saturating,1593.34,0
PR(ON),refresh,saturating,1583.23,0
PR(ON),refresh,saturating,1582.47,0
main(OFF),fastfail,brownout,80.99,0
main(OFF),fastfail,brownout,80.48,0
main(OFF),fastfail,brownout,79.86,0
main(OFF),fastfail,brownout,78.02,0
main(OFF),fastfail,brownout,75.88,0
main(OFF),fastfail,brownout,75.70,0
main(OFF),fastfail,brownout,84.95,0
main(OFF),fastfail,brownout,82.37,0
main(OFF),fastfail,brownout,81.74,0
main(OFF),fastfail,brownout,81.45,0
main(OFF),fastfail,brownout,81.09,0
main(OFF),fastfail,brownout,82.63,0
main(OFF),fastfail,brownout,82.21,0
main(OFF),fastfail,brownout,81.42,0
main(OFF),fastfail,brownout,76.41,0
main(OFF),fastfail,brownout,77.24,0
main(OFF),fastfail,brownout,76.58,0
main(OFF),fastfail,brownout,385.23,0
main(OFF),fastfail,brownout,355.50,0
main(OFF),fastfail,brownout,331.14,0
main(OFF),fastfail,brownout,346.74,0
main(OFF),fastfail,brownout,343.91,0
main(OFF),fastfail,brownout,341.24,0
main(OFF),fastfail,brownout,340.22,0
main(OFF),fastfail,brownout,338.91,0
main(OFF),fastfail,brownout,335.34,0
main(OFF),fastfail,brownout,333.12,0
main(OFF),fastfail,brownout,332.61,0
main(OFF),fastfail,brownout,324.12,0
main(OFF),coldstart,single,12512.44,0
main(OFF),coldstart,single,12413.12,0
main(OFF),coldstart,single,12357.65,0
main(OFF),coldstart,single,12410.46,0
main(OFF),coldstart,single,12294.62,0
main(OFF),coldstart,single,12285.56,0
main(OFF),coldstart,single,12364.97,0
main(OFF),coldstart,single,12513.09,0
